Judul,URL,Penulis,Tanggal Post,Konten,Dijawab Oleh,Jawaban Dokter,Tanggal Jawaban
Rekomendasi susu untuk penderita penyakit gula,https://www.alodokter.com/komunitas/topic/rekomendasi-susu-untuk-penderita-penyakit-gula,Ga***a,"17 September 2024, 07:53","dok kakek saya menderita penyakit gula, usia nya 67 tahun, utk nutrisi tubuhnya susu merk apa ya dok yg bisa saya kasih yg aman untuk penyakit gula nya?",dr. Riza Marlina,"Alo, selamat siang Diabetes atau kencing manis merupakan penyakit kronis yang ditandai dengan kadar gula yang tinggi oleh karena ini penderita diabetes harus membatasi konsumsi gula termasuk dari makanan dan minuman yang manis. Susu merupakan sumber kalsium yang sangat diperlukan tubuh untuk menjaga kepadatan tulamg dan fungsi saraf, selain itu juga susu memgandung protein yang bermanfaat untuk menstabilkan kadar gula darah pada penderita diabetes. Namun tentu tidak semua jenis susu boleh dikonsumsi oleh penderita diabetes. Ada beberapa hal yang perlu anda perhatikan saat memilih susu diabetes seperti : Pilih susu yang rendah gula Pilih susu yang rendah lemak dan tinggi protein Pilih susu yang kaya akan kalsium dan vitamin D Konsumsi susu sesuai anjuran pada kemasan atau 2 kali dalam sehari. Semoga dapat membantu","17 September 2024, 12:51"
Rekomendasi obat gatal yang aman untuk diabetes,https://www.alodokter.com/komunitas/topic/rekomendasi-obat-gatal-yang-aman-untuk-diabetes,Am**a,"10 September 2024, 07:50","Dokter masalah penderita diabetes kan ke kulit gatal, obat yg aman kira-kira dikasih obat gatal apa ya dokter?",dr. Devika Y,"Alo, Apakah Anda rutin minum obat diabetes? Berapa kadar gula darah terakhir Anda? Pasien diabetes memang bisa mengalami keluhan gatal pada kulitnya yang umumnya mereda jika kadar gula darah dalam batas normal. Gatal pada pasien diabetes ini dapat disebabkan karena beberapa faktor, seperti: Kulit kering Gangguan aliran / peredaran darah Infeksi jamur Gangguan persarafan terkait diabetes Skabies Untuk menagatsi rasa gatal tentu harus dipastikan dulu penyebabnya. Untuk memastikan penyebab, Anda dapat berkonsultasi langsung dengan dokter agar bisa dilakukan pemeriksaan lebih lanjut bila perlu dengan tes kerokan kulit ya. Jika penyebabnya sudah diketahui, maka dokter dapat memberikan Anda penanganan yang lebih tepat. Sementara menunggu ke dokter, Anda dapat melakukan beberapa tips berikut ini: Gunakan pelembap kulit / lotion pelembap agar kulit tidak kering Gunakan lotion calamin / bedak calamin untuk mengurangi gatal Konsumsi obat diabetes secara rutin sesuai anjuran dokter Atur jenis makanan sesuai anjuran dokter, jenis makanan yang boleh dan yang sebaiknya dihindari oleh paien diabetes dapat Anda lihat di SINI Hindari menggaruk bagian yang gatal Gunakan baju yang nyaman dan longgar Konsumsi antihistamin bila perlu untuk membantu mengurangi gatal Jaga kebersihan tubuh Gunakan sabun yang hypoallergenic Semoga membantu Anda, terimakasih","10 September 2024, 09:33"
Susu yang aman dikonsumsi penderita diabetes,https://www.alodokter.com/komunitas/topic/susu-yang-aman-dikonsumsi-penderita-diabetes,Sp**n,"6 September 2024, 12:01","Dokter, mama saya menderita penyakit diabetes, males makan dok, agar badannya tidak lemes saya mau kasih susu biar ada nutrisinya. kira-kira susu untuk orang diabetes yg seperti apa ya?",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Diabetes yang tidak terkontrol bisa membuat gula tidak bisa digunakan dengan baik oleh sel dalam bermetabolisme. Imbasnya, kadar gula akan meningkat drastis, namun tubuh tetap saja terasa lemas. Di samping karena diabetes yang tidak terkontrol, lemas yang mama Anda rasakan bisa juga diperparah oleh hal lain, seperti diabetik ketoasidosis, hipoglikemia (biasanya karena pengobatan yang berlebihan), infeksi, anemia, gangguan jantung, gangguan syaraf, gangguan ginjal, gangguan hati, gangguan mental, dan banyak lagi kemungkinan lainnya. Dengan kondisi tersebut, pemberian susu tidak selalu merupakan langkah yang tepat. Sebab, banyak juga jenis susu yang beredar di pasaran mengandung kadar gula yang tinggi, sehingga dikhawatirkan malah akan memperparah diabetes yang mama Anda derita. Saran kami, cobalah Anda bawa mama Anda periksa ke dokter agar dievaluasi penyebab keluhannya, lantas diarahkan penanganan terbaiknya. Tes darah, tes urin, dan tes penunjang lain bisa dilakukan nantinya bila dirasa perlu. Untuk saat ini, yang sebaiknya mama Anda lakukan yakni: Disiplin menjalani pengobatan diabetes sesuai saran dokter Makan teratur meski porsi kecil-kecil, terutama makanan yang mengandung kaya serat dan antioksidan, hindari asupan makanan dan minuman berindeks glikemik tinggi Aktif berolahraga Jaga berat badan agar ideal Tidur cukup Jangan stres berlebihan Semoga membantu ya..","6 September 2024, 19:25"
Rekomendasi susu untuk diabetes dan kolesterol,https://www.alodokter.com/komunitas/topic/rekomendasi-susu-untuk-diabetes-dan-kolesterol,Ve******a,"26 Agustus 2024, 12:38","Mama saya penderita penyakit DM dan kolestrol, kira-kira nutrisi susu yang cocok untuk mama saya yg susu apa ya dokter?",dr. Riza Marlina,"Alo, selamat malam Diabetes ialah penyakit kronis yang ditandai dengan tingginya kadar gula darah. Glukosa merupakan sumber energi utama bagi sel tubuh manusia namun pada penderita diabetes glukoas ini tidak dapat digunakan oleh tubuh. Glukosa yang tidak diserap sel tubuh dengan baik akan menumpuk dalam darah kondisi ini dapat menimbulkan berbagai gangguan pada organ. Kolesterol tinggi ialah suatu kondisi ketika kadar kolesterol di dalam darah melebih batas normal, jika dibiarkan kolesterol yang berlebih bisa menumpuk dipembuluh darah yang dapat meningkatkan terjadinya penyakit jantung dan stroke. Untuk konsumsi susu boleh saja pada penderita diabetes dan kolesterol tapi pilih jenis susu yang rendah lemak dan rendah gula. Untuk penderita diabetes dan kolesterol sebaiknya konsumsi makanan rendah kalori dan lemak, untuk diabetes bisa ganti asupan gula dengan pemanis yang lebih aman seperti sorbitol. Untuk lebih baiknya bisa konsultasi dengan dokter gizi untuk mengatur pola makan sehari-hari. Semoga dapat membantu","26 Agustus 2024, 20:53"
Penyebab gula darah naik padahal usia masih muda,https://www.alodokter.com/komunitas/topic/penyebab-gula-darah-naik-padahal-usia-masih-muda,Bu****i,"29 Juli 2024, 10:35","halo dokter, saudara saya mempunya riwayat penyakit gula, umurnya 35 tahun dan sempat gula nya di angka 500, penyebabnya apa ya dok gula menjadi tinggi padahal kalo dilia dr segi umur masih muda dok",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Kadar gula darah yang terlalu tinggi disebut dengan hiperglikemia. Utamanya, kondisi ini terjadi karena diabetes mellitus (DM). DM sendiri ada 2 jenisnya, yakni DM tipe 1 dan tipe 2. DM tipe 1 terjadi saat pankreas tidak mampu memproduksi hormon insulin yang cukup untuk meregulasi metabolisme glukosa dalam tubuh. DM tipe ini berkaitan erat dengan faktor genetik, sehingga bisa terjadi pada usia yang sangat muda sekali, bahkan anak-anak sekalipun. Adapun DM tipe 2 terjadi saat pankreas mampu memproduksi hormon insulin, namun tubuh resisten terhadap aksinya. Ketimbang DM tipe 1, DM tipe 2 lebih umum diderita oleh lansia. Hanya saja, tren gaya hidup saat ini membuat onset munculnya penyakit ini bergeser, sehingga banyak juga orang berusia 35 tahun yang sudah mengalaminya. Penyebab pasti munculnya DM tipe 2 belum diketahui. Namun, banyak ahli meyakini merupakan jenis penyakit yang multifaktorial, dimana kemunculannya dipengaruhi kuat tidak hanya oleh faktor genetik, namun juga usia, gaya hidup sedenter, kebiasaan merokok, pola diet tidak sehat, dan status kesehatan secara umum. Sejauh ini, DM belum bisa disembuhkan total. Sebab itu, untuk mengontrol kadar gulanya, saudara Anda sebaiknya diarahkan untuk periksa langsung ke dokter sembari melakukan juga: Jaga pola diet; batasi konsumsi makanan yang mengandung tinggi gula sederhana dan lemak jahat, perbanyak konsumsi makanan yang mengandung kaya serat dan antioksidan, minum cukup air putih Aktif berolahraga dan cegah kegemukan Jangan stres berlebihan dan tidurlah yang cukup Jangan merokok, mengkonsumsi alkohol, apalagi NAPZA Semoga membantu ya..","29 Juli 2024, 16:13"
Gatal di kaki dan membekas hitam apakah gejala kencing manis kering?,https://www.alodokter.com/komunitas/topic/gatal-di-kaki-dan-membekas-hitam-apakah-gejala-kencing-manis,Ma*****s,"15 Juli 2024, 07:36","Akhir-akhir ini saya sering pipis klo malam hari, mengantuk mulu, suka haus dan lapar padahal sudah makan dan minum banyak. saat saya test darah hasilnya saya menderita kencing manis. dan saya juga gatal2 di kaki meninggalkan bekas hitam garukan. itu kata orang kencing manis kering dokter???",dr. Riza Marlina,"Alo, selamat siang Diabetes atau dikatakan kencing manis merupakan suatu penyakit yang menandakan bahwa kadar gula dalam darah meningkat. Menegakan diagnosis kencing manis ialah melalui gejala dan pemeriksaan seperti pemeriksaan kadar gula darah. Untuk gejala anda alami memang bisa mengarah penyakit diabetes namun harus ditegakan dengan pemeriksaan kadar gula darah, namun lebih efektif jika pemeriksaan kadar gula darah di lakukan saat puasa di laboraturium. Dalam dunia medis tidak ada penyakit diabetes basah atau kering namun kondisi ini umumnya di bedakan masyarakt jika mengalami luka yang tidak kunjung sembuh maka ia mengarah ke diabetes basah sedangkan tidak mengalami luka atau ulkus termasuk diabetes kering. Untuk kondisi anda mengakan diagnosis pasti perlu pemeriksaan secara langsung ke dokter jika memang mengalami diabetes maka perlunya pengobatan dan pola hidup sehat denganmemperbanyak konsumsi buah, sayur, protein dari biji-bijian, sertamakanan rendah kaloridan lemak. Pilihanmakanan untuk penderita diabetessepertikue keringjuga sebaiknya benar-benar diperhatikan serta lakukan olahraga setiap hari minimal 30 menit. Semoga dapat membantu","15 Juli 2024, 13:03"
Obat gula basah dan cara agar luka cepat sembuh,https://www.alodokter.com/komunitas/topic/obat-gula-basah-dan-cara-agar-luka-cepat-sembuh,Do*****a,"4 Juli 2024, 07:32","pagi dokter, saya laki laki usia 43 tahun, punya penyakit gula dan ada luka kecil di bagian jempol kakik saya dok, obatnya apa ya dok dan cara supaya luka saya cepat sembuh",dr. Riza Marlina,"Alo, selamat siang Luka diabetes terutama di kaki sangat umum dialami oleh penderita diabetes, yang hal ini terjadi akibat kadar gula darah yang tinggi bisa menyebabkan kerusakan pada saraf dan pembuluh darah yang kemudian menyebabkan luka diabetes. Jika kadar gula darah tidak dikendalikan dengan baik, potensi untuk mengalami luka diabetes akan menjadi lebih besar. Ada beberapa faktor yang bisa menyebabkan penderita diabetes mengalami luka diabetes seperti : Kerusakan saraf atau sirkulasi darah yang buruk Telah menderita penyakit diabetes dalam waktu lama Obesitas Tidak menjaga kesejatan terutama merawat kaki dengan baik Untuk penanganan luka diabetes ialah dengan menemui dokter penyakit dalam secara langsung agar diperiksa kadar gula darah anda lalu diberikan obat diabetes dan melakukan perawatan luka jika luka parah dan sudang mengalami gangren maka kemungkinana akan dirujuk ke dokter bedah vaskular. Jadi jika sudah ada luka sebaiknya temui dokter secara langsung ya agar ditangani dengan tepat. Saat kaki luka sebaiknya tidak menggunakan sepatu dan tutup luka dengan perban sebelum tutup perban bersihkan luka dengan larutan nacl. Semoga dapat membantu","4 Juli 2024, 10:46"
Sering merasa haus dan tenggorokan kering,https://www.alodokter.com/komunitas/topic/sering-merasa-haus-dan-tenggorokan-kering,Fi*i,"27 Juni 2024, 08:05","Alodokter, Akhir-akhir ini saya sering tidur tidak nyenyak dok. Selain itu, saya juga selalu merasa haus yang berlebihan. Tenggorokan saya selalu terasa kering di malam hari. Saya sudah minum lebih dari 1 liter tapi tetep saja haus dok. Gara-gara itu, saya jadi sering buang air kecil juga. Dalam jangka waktu 5 jam, saya bisa pipis hingga 9 kali. Apakah itu wajar dok?",dr. Riza Marlina,"Alo, selamat sore Buang air kecil lebih sering hal wajar terjadi jika anda konsumsi cairan yang banyak. Sering haus sebenarnya merupakan kondisi normal yang menandakan bahwa tubuh sedang membutuhkan cairan untuk menjalankan metabolisme. Namun jika rasa haus berkepanjangan padahal anda sudah konsumsi cairan yang banyak maka kondisi ini bisa terjadi akibat kondisi atau penyakit tertentu. Ada beberapa penyebab sering haus seperti : Dehidrasi atau kekurangan cairan yang disebabkan kurang minum, mengalami diare, atau berkeringat banyak Konsumsi makanan terutama makanan pedas dan asin Radang tenggorokan dimana tenggorkan akan terasa kering Penyakit tertentu seperti diabetes Jadi jika anda mersa tenggorokan kering tidak ada masalah anda konsumsi cairan yang banyak tentu hal ini akan membuat anda lebih sering kencing, jika tenggorokan anda terus terasa kering, adanya nyeri, panas atau mengganjal maka bisa konsultasi dengan dokter lebih lanjut atau anda merasa sering haus, sering buang air kecil, sering kelelahan, cepat lapar dan luka sulit sembuh anda juga bisa ke dokter lebih lanjut agar dapar diperiksa dan ditangani dengan tepat. Semoga dapat membantu","27 Juni 2024, 16:58"
Obat yang ampuh untuk mengatasi gula darah tinggi 400,https://www.alodokter.com/komunitas/topic/obat-yang-ampuh-untuk-mengatasi-gula-darah-tinggi-400,Co****s,"26 Juni 2024, 10:13","Selamat siang, barusan adik saya cek gula darah,, dia berusia 19th, dia terdiaknosis diabet, gula darah tinggi sekitar 400. Apa yg harus kita lakukan agar gula darahnya bisa terkontrol dok? obatnya apa dok ?",dr. Amadeo D. Basfiansa,"Selamat sore, terima kasih telah bertanya di Alodokter. Kami memahami kekhawatiran Anda. Bagi penderita diabetes atau penyakit gula darah, tubuhnya memiliki masalah dalam mengontrol kadar gula yang normal karena sejumlah faktor. Kadar gula darah yang tinggi ini, bisa tidak ditangani dengan baik bisa menimbulkan berbagai komplikasi baik yang secara langsung dialami, ataupun dalam jangka panjang. Itu sebabnya penting untuk penderita diabetes melakukan kontrol rutin terhadap kondisinya. Mengenai pertanyaan Anda, penanganan mandiri terhadap kondisi yang adik Anda alami sangat terbatas, sebab tatalaksana untuk menurunkan kadar gula darah yang terlalu tinggi tidak untuk dipergunakan secara awam. Yang bisa Anda lakukan hanya memberikan obat yang memang sudah diresepkan oleh dokter penyakit dalamnya selama ini jika ada. Namun jika sudah diberikan atau memang tidak ada, Anda harus memeriksakannya ke dokter atau IGD terdekat, terutama bila ada gejala tertentu yang ia alami. Sebab ada urutan atau algoritma penanganan tergantung dari berbagai macam penilaian termasuk hasil lab. Pengobatannya pun mungkin akan melibatkan pemberian infus yang tentunya tidak bisa dilakukan secara mandiri. Maka jika hal tersebut terjadi, langkah paling aman yang bisa dilakukan adalah memeriksakannya ke IGD RS terdekat, lalu bila sudah dinyatakan tidak masalah, Anda bisa tanyakan apakah dokter penyakit dalamnya meresepkan penanganan awal dalam kondisi tersebut bila terulang kembali. Selain daripada itu, Anda juga bisa menanyakan pencegahan apa yang bisa dilakukan seperti berolahraga rutin, jadwal kontrol, menghindari makanan dan minuman manis, dan seterusnya. Sekian, semoga menjawab pertanyaan Anda.","26 Juni 2024, 17:03"
Telapak kaki sering panas gejala penyakit apa?,https://www.alodokter.com/komunitas/topic/telapak-kaki-sering-panas-gejala-penyakit-apa-,Ru***a,"26 Juni 2024, 08:25","Ijin bertanya dok,, sudah 4 hari telapak kaki sebelah kiri di bagian belakang saya sering terasa panas, tapi ketika dipegang sih tidak terasa apa-apa. Apa itu gejala suatu penyakit? Kenapa bisa seperti itu? Terimakasih sebelumnya",dr. Riza Marlina,"Alo, selamat siang Telapak kaki panas hal umum terjadi jika suhu memang sedang panas, namun jika suhu sedang tidak panas, maka kondisi ini bisa disebabkan oleh beragam hal lain seperti : Penggunaan alas kaki yang kurang nyaman yang dimana pada umumnya akan sembuh sendirinya keluhan telapak panas Kekurangan vitamin B Neuropati Diabetes dan lainnya Untuk kondisi telapak kaki panas yang anda alami bisa lakukan perawatan mandiri sementara waktu dengan melakukan beberapa tips seperti : Gunakan alas kaki yang nyaman empuk dan tidak sempit Konsumsi makanan yang kaya vitamin B seperti daging atau hati sapi, ayam, telur, kacang merah atau bisa konsumsi suplemen kombinasi vitamin B1,B6 dan B12 atau suplemen neurotropik Rendam kaki atau kompres dingin Berikan pijatan lembut pada telapak kaki Jika keluhan telapak kaki terasa panas tidak kunjung mereda dan disertai gejala lain seperti sulit berjalan, lemas, dan lainnya maka anda bisa temui dokter secara langsung untuk mendapatkan penanganan lebih lanjut. Semoga dapat membantu","26 Juni 2024, 14:18"
Apa saja bahaya terlalu sering konsumsi air tebu?,https://www.alodokter.com/komunitas/topic/apa-saja-bahaya-terlalu-sering-konsumsi-air-tebu-562278,Ka***m,"24 Juni 2024, 10:48",Adik saya suka sekali minuman dari air tebu peras. usianya masih 12 tahun. dok bahaya konsumsi air tebu terlalu sering apa ya dok di usia adik saya? apakah bisa menyebabkan penyakit diabetes di usianya?,dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Selain rasanya yang manis, air tebu juga mengandung beragam nutrisi, seperti karbohidrat, protein, mineral (misalnya natrium, kalium, kalsium, magnesium, zat besi, zinc, mangan), vitamin, serat, dan antioksidan (misalnya polifenol, flavonoid, karotenoid) yang baik manfaatnya bagi kesehatan. Sebab itu, jika dikonsumsi dalam batas wajar, seringnya konsumsi air tebu tidaklah berbahaya. Ia justru berguna dalam menambah stamina, mencegah dehidrasi, melancarkan buang air besar, menjaga kesehatan hati dan ginjal, mencegah kanker, dan sebagainya. Sebaliknya, jika air tebu ini dikonsumsi berlebihan, apalagi tanpa diimbangi dengan gaya hidup sehat, maka dikhawatirkan risiko beragam penyakit bisa meningkat, bukan hanya diabetes (karena kadar indeks glikemiknya yang tinggi), namun juga obesitas, hipertensi, gangguan metabolik, dan sebagainya. Memang, faktor pencetus munculnya diabetes di usia muda tidak hanya karena jenis makanan dan minuman yang dikonsumsi, namun juga karena pengaruh gaya hidup sedenter, keturunan, kebiasaan merokok, dan sebagainya. Akan tetapi, pencegahan diabetes tentu akan lebih mudah dilakukan jika Anda dan keluarga mulai membiasakan mengurangi konsumsi makanan dan minuman berkadar indeks glikemik tinggi sedari kecil. Semoga membantu ya..","24 Juni 2024, 16:24"
Luka lama sembuh apakah ciri-ciri luka diabetes?,https://www.alodokter.com/komunitas/topic/luka-lama-sembuh-apakah-ciri-ciri-luka-diabetes-,Le***x,"10 Juni 2024, 09:42","Dokter, saya tergores jari tangannya. padahal luka awalnya kecil tapi kok lama sembuh ya dok, sampe sekarang belum kunjung kering lukanya. apakah ciri-ciri luka penderita diabetes dok ini?",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Luka gores umumnya berukuran dangkal sehingga bisa sembuh dalam waktu singkat asal dirawat dengan baik. Jika luka Anda sembuhnya lebih lama, maka ada beberapa kemungkinan penyebabnya, di antaranya yakni: Ukuran luka yang cukup dalam dan/ atau luas Infeksi sekunder pada luka, terutama akibat perawatan luka yang kurang baik Masalah sistem imun, misalnya akibat diabetes, malnutrisi, konsumsi obat imunosupresan jangka panjang Masalah pembekuan darah, misalnya akibat hemofilia, immune thrombocytopenia, defisiensi vitamin K Faktor lain, seperti masalah jaringan ikat, kondisi lingkungan yang lembab, cidera berulang pada luka, dan sebagainya Saran kami, keluhan Anda diperiksakan dulu ke dokter agar diberikan penanganan yang tepat ya.. Jika dicurigai Anda mengalami diabetes, dokter bisa mengarahkan Anda untuk menjalani tes darah. Sebab, secara spesifik, luka yang diperparah oleh diabetes tidak jauh berbeda dengan luka lainnya. Sementara ini, yang perlu dilakukan adalah jaga jari yang luka agar selalu bersih dan tidak lembab, hindari tekanan dan gesekan berlebih di sekitar luka, rutin membersihkan luka dengan kain kassa steril dan cairan infus NaCl 0,9%, serta jangan sembarangan membubuhkan luka atau herba pada luka tanpa saran dokter. Semoga membantu ya..","10 Juni 2024, 18:28"
Ciri-ciri orang terkena diabetes di usia muda,https://www.alodokter.com/komunitas/topic/ciri-ciri-orang-terkena-diabetes-di-usia-muda-,Iw*n,"6 Juni 2024, 09:23","Permisi dokter, numpang tanya Dok, terkait ciri-ciri orang yang mederita diabetes di usia muda itu seperti apa saja ya? soalnya tangan saya mudah kesemutan, trs saya tiap malem kencing mulu dok. mohon pencerahannya. thanks",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Diabetes mellitus (DM) bisa terjadi tidak hanya pada lansia, namun bisa juga pada orang yang lebih muda. Kondisi ini terjadi ketika metabolisme glukosa terganggu dikarenakan tubuh tidak mampu memproduksi hormon insulin yang cukup (DM tipe 1) atau tubuh resisten terhadap aksi hormon insulin yang diproduksinya sendiri (DM tipe 2). Secara klinis, DM pada usia berapapun bisa ditandai dengan beragam keluhan, seperti sering buang air kecil, sering lapar dan haus, sering kesemutan atau kebas, mudah mengalami infeksi, mudah lelah, berat badannya menurun drastis, dan sebagainya. Namun, selain karena DM, sering buang air kecil di malam hari bisa pula disebabkan oleh beragam faktor lain, misalnya terlalu banyak minum, berlebihan mengkonsumsi kafein atau alkohol, kondisi lingkungan yang dingin, overactive bladder, cemas berlebihan, efek samping obat, infeksi, batu, atau kanker di saluran kemih, pembesaran prostat, dan sebagainya. Guna membedakan gejala DM dan beragam kondisi lain seperti disebutkan di atas, diperlukan pemeriksaan fisik menyeluruh dan tes penunjang, misalnya tes darah, tes urin, USG, sistoskopi, dan sebagainya. Untuk itu, cobalah Anda periksa langsung ke dokter ya.. Sementara ini, keluhan Anda bisa diatasi dengan: Jangan pernah menahan buang air kecil Saat sore hingga malam hari, jangan minum berlebihan, apalagi minuman yang manis, berkafein, dan beralkohol Jaga organ intim agar selalu bersih Jangan tidur di tempat yang terlalu dingin Jangan sembarangan meminum obat dan herba Semoga membantu ya..","6 Juni 2024, 19:29"
Bagaimana ciri ciri diabetes pada orang kurus?,https://www.alodokter.com/komunitas/topic/bagaimana-ciri-ciri-diabetes-pada-orang-kurus-,Ke**a,"6 Juni 2024, 11:40","Dok biasanya orang yang bertubuh gemuk itu ketebak sakitnya, misal diabetes dan kolesterol. nah kalau orang yang kurus itu ciri-ciri kena sakit diabetes itu apa saja dok ?",dr. Riza Marlina,"Alo, selamat sore Diabetes ialah penyakit yang terjadi akibat tingginya kadar gula dalam darah, kebanyakan orang menganggap orang berbadan gemuk saja yang bisa mengidap diabetes, padahal orang berbedan kurus juga memiliki resiko yang sama. Pasalnya selain berat badan, banyak juga faktor lain yang juga berpengaruh seperti faktor genetik, jika ada anggota keluraga mengalami diabetes maka anda beresiko mengalami diabetes, beresiko ya tapi bisa dicegah, lemak berlebihan dimana berat normal lebih banyak lemak visceral yakni jenis lemak yang mengelilingi organ perut, lemak ini dapat membuat profil metabolsime seseorang dengan berat normal terlihat seperti profil seseorang yang kelebihan berat badan, bahkan jika mereka tampak kurus, selain itu gaya hidup seperti jarang olahraga, konsumsi makanan tinggi gula, cemilan olahan dan merokok. Jadi begitu banyak faktor penyebab diabetes, tidak bisa dilihat hanya dari berat badan, untuk menegakan diagnosis pasti seseorang mengalami diabetes ialah dengan melakukan pemeriksaan gula atau jika ada resiko keluraga mengalami diabetes tidak ada salahnya melakukan pemeriksaan kesehatan secara berkala, dan jika ada gejala seperti mudah haus, sering buang air kecil, lemas, penurunan berat badan tanpa penyebab yang jelas, penurunan massa otot atau luka sulit sembuh maka perlu melakukan pemeriksaan ke dokter secara langsung karena bisa mengarah ke diabietes salah satunya. Semoga dapat membantu","6 Juni 2024, 16:42"
